Averaged Fitness Value,Standard Deviation value,calculation time(milis)
586.040039,391.594100,11
572.119141,607.911587,9
552.539062,908.299255,10
526.738281,1166.216660,9
500.639648,1390.752959,7
471.889648,1616.790557,8
442.304688,1875.450134,7
412.836914,2060.457778,7
380.346680,2137.233329,8
347.822266,2260.491848,9
316.318359,2349.629116,9
283.144531,2572.924423,7
252.666016,2673.458767,6
220.854492,2727.931952,6
187.514648,2624.535918,5
187.514648,2624.535918,5
String tested,Total calculation time(milis)
DhXGuTbVcpMA,131
